calories,protein,fat,sodium,cakeweek,wasteless,rating
299.0,14.0,9.0,75.0,0.0,0.0,4.375
212.0,0.0,0.0,585.0,0.0,0.0,1.875
710.0,45.0,51.0,2284.0,0.0,0.0,3.75
1378.0,196.0,55.0,1632.0,0.0,0.0,5.0
96.0,0.0,0.0,2.0,0.0,0.0,3.75
191.0,0.0,0.0,1434.0,0.0,0.0,3.125
324.0,12.0,2.0,404.0,0.0,0.0,4.375
523.0,6.0,25.0,302.0,0.0,0.0,5.0
153.0,2.0,6.0,51.0,0.0,0.0,4.375
452.0,8.0,24.0,1351.0,0.0,0.0,4.375
264.0,4.0,1.0,173.0,0.0,0.0,3.75
143.0,1.0,11.0,123.0,0.0,0.0,4.375
235.0,11.0,11.0,296.0,0.0,0.0,4.375
937.0,68.0,71.0,439.0,0.0,0.0,4.375
585.0,42.0,43.0,130.0,0.0,0.0,3.75
70.0,0.0,8.0,48.0,0.0,0.0,4.375
445.0,17.0,37.0,643.0,0.0,0.0,5.0
2117.0,301.0,30.0,10231.0,0.0,0.0,3.75
613.0,7.0,42.0,140.0,0.0,0.0,3.125
136.0,2.0,0.0,31.0,0.0,0.0,5.0
420.0,41.0,17.0,802.0,0.0,0.0,3.75
447.0,7.0,20.0,227.0,0.0,0.0,4.375
1167.0,105.0,30.0,460.0,0.0,0.0,4.375
113.0,1.0,11.0,27.0,0.0,0.0,5.0
182.0,9.0,12.0,371.0,0.0,0.0,4.375
1193.0,95.0,65.0,853.0,0.0,0.0,4.375
258.0,3.0,0.0,48.0,0.0,0.0,0.0
243.0,0.0,0.0,3.0,0.0,0.0,5.0
124.0,2.0,0.0,78.0,0.0,0.0,3.75
504.0,5.0,37.0,183.0,0.0,0.0,4.375
272.0,17.0,20.0,940.0,0.0,0.0,0.0
1085.0,89.0,67.0,758.0,0.0,0.0,4.375
129.0,0.0,14.0,217.0,0.0,0.0,5.0
363.0,5.0,30.0,21.0,0.0,0.0,4.375
1134.0,82.0,84.0,514.0,0.0,0.0,4.375
445.0,6.0,28.0,220.0,0.0,0.0,4.375
320.0,8.0,13.0,191.0,0.0,0.0,3.75
343.0,27.0,25.0,72.0,0.0,0.0,5.0
462.0,45.0,18.0,662.0,0.0,0.0,4.375
356.0,25.0,22.0,937.0,0.0,0.0,5.0
231.0,6.0,17.0,164.0,0.0,0.0,4.375
284.0,10.0,25.0,635.0,0.0,0.0,3.75
3.0,0.0,0.0,30.0,0.0,0.0,3.75
184.0,4.0,11.0,57.0,0.0,0.0,0.0
224.0,11.0,16.0,156.0,0.0,0.0,5.0
350.0,11.0,9.0,267.0,0.0,0.0,3.75
338.0,5.0,13.0,213.0,0.0,0.0,3.75
624.0,8.0,28.0,380.0,0.0,0.0,4.375
128.0,2.0,13.0,2.0,0.0,0.0,0.0
160.0,3.0,15.0,126.0,0.0,0.0,5.0
382.0,58.0,14.0,182.0,0.0,0.0,3.75
359.0,4.0,29.0,753.0,0.0,0.0,4.375
291.0,6.0,25.0,10.0,0.0,0.0,3.75
213.0,0.0,0.0,3.0,0.0,0.0,4.375
374.0,36.0,23.0,902.0,0.0,0.0,3.75
241.0,23.0,13.0,654.0,0.0,0.0,3.75
148.0,0.0,16.0,35.0,0.0,0.0,5.0
250.0,8.0,18.0,888.0,0.0,0.0,3.75
242.0,4.0,13.0,286.0,0.0,0.0,4.375
1851.0,242.0,73.0,1533.0,0.0,0.0,4.375
296.0,13.0,3.0,736.0,0.0,0.0,5.0
708.0,42.0,59.0,135.0,0.0,0.0,3.75
694.0,48.0,30.0,3036.0,0.0,0.0,3.125
1134.0,82.0,84.0,514.0,0.0,0.0,4.375
507.0,16.0,24.0,916.0,0.0,0.0,3.75
252.0,4.0,15.0,243.0,0.0,0.0,5.0
159.0,12.0,12.0,189.0,0.0,0.0,3.75
90.0,1.0,0.0,136.0,0.0,0.0,3.75
174.0,2.0,12.0,44.0,0.0,0.0,4.375
47.0,2.0,2.0,34.0,0.0,0.0,2.5
172.0,11.0,14.0,430.0,0.0,0.0,3.125
489.0,3.0,33.0,1459.0,0.0,0.0,3.125
531.0,7.0,34.0,327.0,0.0,0.0,3.75
84.0,1.0,8.0,40.0,0.0,0.0,4.375
240.0,8.0,10.0,282.0,0.0,0.0,5.0
645.0,22.0,55.0,355.0,0.0,0.0,4.375
138.0,3.0,4.0,28.0,0.0,0.0,4.375
191.0,1.0,5.0,1505.0,0.0,0.0,3.75
388.0,25.0,26.0,429.0,0.0,0.0,4.375
152.0,2.0,5.0,36.0,0.0,0.0,0.0
296.0,1.0,0.0,20.0,0.0,0.0,4.375
909.0,32.0,50.0,2226.0,0.0,0.0,3.75
998.0,65.0,80.0,398.0,0.0,0.0,3.75
458.0,18.0,22.0,588.0,0.0,0.0,4.375
185.0,0.0,20.0,42.0,0.0,0.0,3.75
251.0,10.0,8.0,176.0,0.0,0.0,3.75
798.0,78.0,49.0,998.0,0.0,0.0,5.0
200.0,5.0,8.0,63.0,0.0,0.0,3.75
715.0,77.0,10.0,2734.0,0.0,0.0,4.375
316.0,4.0,20.0,149.0,0.0,0.0,4.375
38.0,2.0,0.0,596.0,0.0,0.0,3.75
269.0,4.0,15.0,591.0,0.0,0.0,5.0
786.0,10.0,33.0,480.0,0.0,0.0,3.75
494.0,4.0,24.0,115.0,0.0,0.0,4.375
153.0,14.0,4.0,56.0,0.0,0.0,4.375
17.0,1.0,1.0,57.0,0.0,0.0,0.0
348.0,5.0,18.0,18.0,0.0,0.0,4.375
152.0,6.0,12.0,150.0,0.0,0.0,4.375
640.0,28.0,34.0,547.0,0.0,0.0,3.75
684.0,10.0,58.0,338.0,0.0,0.0,4.375
239.0,5.0,15.0,113.0,0.0,0.0,4.375
739.0,25.0,45.0,637.0,0.0,0.0,4.375
221.0,23.0,10.0,499.0,0.0,0.0,3.75
253.0,11.0,18.0,564.0,0.0,0.0,4.375
245.0,26.0,12.0,793.0,0.0,0.0,4.375
209.0,10.0,17.0,486.0,0.0,0.0,4.375
1359.0,17.0,85.0,109.0,0.0,0.0,5.0
258.0,2.0,13.0,123.0,0.0,0.0,5.0
313.0,5.0,11.0,188.0,0.0,0.0,4.375
541.0,44.0,31.0,1510.0,0.0,0.0,4.375
213.0,4.0,0.0,27.0,0.0,0.0,0.0
2330.0,31.0,94.0,992.0,0.0,0.0,4.375
51.0,0.0,0.0,1.0,0.0,0.0,5.0
524.0,6.0,34.0,411.0,0.0,0.0,0.0
196.0,11.0,15.0,324.0,0.0,0.0,4.375
770.0,28.0,37.0,1170.0,0.0,0.0,3.75
443.0,13.0,22.0,405.0,0.0,0.0,4.375
174.0,4.0,10.0,167.0,0.0,0.0,4.375
762.0,7.0,76.0,522.0,0.0,0.0,4.375
352.0,5.0,25.0,21.0,0.0,0.0,3.125
282.0,4.0,17.0,303.0,0.0,0.0,3.75
64.0,6.0,4.0,33.0,0.0,0.0,4.375
474.0,68.0,22.0,394.0,0.0,0.0,4.375
267.0,1.0,21.0,190.0,0.0,0.0,3.75
242.0,2.0,15.0,6.0,0.0,0.0,0.0
163.0,0.0,0.0,0.0,0.0,0.0,5.0
122.0,6.0,4.0,140.0,0.0,0.0,2.5
266.0,2.0,7.0,151.0,0.0,0.0,0.0
168.0,3.0,7.0,11.0,0.0,0.0,3.75
354.0,5.0,10.0,149.0,0.0,0.0,5.0
379.0,5.0,17.0,27.0,0.0,0.0,5.0
44.0,3.0,3.0,50.0,0.0,0.0,4.375
286.0,25.0,16.0,1658.0,0.0,0.0,4.375
113.0,0.0,0.0,2.0,0.0,0.0,2.5
1583.0,50.0,106.0,1631.0,0.0,0.0,4.375
384.0,16.0,21.0,698.0,0.0,0.0,4.375
660.0,29.0,27.0,884.0,0.0,0.0,0.0
589.0,3.0,59.0,655.0,0.0,0.0,5.0
269.0,13.0,12.0,769.0,0.0,0.0,4.375
538.0,17.0,38.0,620.0,0.0,0.0,4.375
291.0,6.0,15.0,168.0,0.0,0.0,4.375
179.0,0.0,0.0,4.0,0.0,0.0,0.0
356.0,46.0,10.0,1129.0,0.0,0.0,4.375
619.0,49.0,23.0,239.0,0.0,0.0,3.75
594.0,25.0,24.0,461.0,0.0,0.0,3.75
281.0,7.0,9.0,523.0,0.0,0.0,4.375
128.0,2.0,5.0,41.0,0.0,0.0,5.0
350.0,3.0,11.0,452.0,0.0,0.0,3.125
12.0,0.0,0.0,10.0,0.0,0.0,0.0
116.0,2.0,0.0,450.0,0.0,0.0,3.75
146.0,2.0,0.0,8.0,0.0,0.0,3.75
272.0,9.0,17.0,362.0,0.0,0.0,3.75
503.0,19.0,43.0,1154.0,0.0,0.0,3.125
625.0,1.0,22.0,60.0,0.0,0.0,3.75
231.0,25.0,11.0,851.0,0.0,0.0,4.375
250.0,9.0,6.0,463.0,0.0,0.0,5.0
569.0,11.0,39.0,188.0,0.0,0.0,2.5
119.0,17.0,5.0,149.0,0.0,0.0,5.0
266.0,13.0,18.0,293.0,0.0,0.0,5.0
250.0,11.0,16.0,445.0,0.0,0.0,4.375
1613.0,97.0,109.0,618.0,0.0,0.0,4.375
440.0,31.0,32.0,935.0,0.0,0.0,3.75
265.0,4.0,21.0,18.0,0.0,0.0,5.0
175.0,0.0,0.0,1.0,0.0,0.0,0.0
645.0,28.0,55.0,1013.0,0.0,0.0,4.375
226.0,1.0,1.0,16.0,0.0,0.0,4.375
102.0,4.0,4.0,48.0,0.0,0.0,3.125
210.0,0.0,1.0,6.0,0.0,0.0,4.375
231.0,3.0,13.0,135.0,0.0,0.0,4.375
182.0,0.0,0.0,12.0,0.0,0.0,4.375
67.0,1.0,5.0,79.0,0.0,0.0,3.125
340.0,30.0,20.0,464.0,0.0,0.0,3.75
412.0,7.0,26.0,901.0,0.0,0.0,3.75
1593.0,81.0,123.0,949.0,0.0,0.0,4.375
939.0,27.0,3.0,848.0,0.0,0.0,4.375
1851.0,242.0,73.0,1533.0,0.0,0.0,4.375
225.0,2.0,23.0,382.0,0.0,0.0,4.375
1660.0,64.0,141.0,953.0,0.0,0.0,3.75
489.0,21.0,29.0,895.0,0.0,0.0,3.75
409.0,7.0,23.0,499.0,0.0,0.0,0.0
686.0,36.0,57.0,160.0,0.0,0.0,4.375
576.0,8.0,23.0,463.0,0.0,0.0,4.375
379.0,5.0,28.0,137.0,0.0,0.0,4.375
505.0,22.0,39.0,486.0,0.0,0.0,5.0
338.0,10.0,11.0,228.0,0.0,0.0,3.125
435.0,10.0,11.0,244.0,0.0,0.0,5.0
187.0,6.0,10.0,208.0,0.0,0.0,3.75
403.0,5.0,19.0,243.0,0.0,0.0,4.375
149.0,8.0,12.0,163.0,0.0,0.0,4.375
431.0,24.0,24.0,946.0,0.0,0.0,3.125
869.0,50.0,58.0,1330.0,0.0,0.0,4.375
99.0,5.0,6.0,258.0,0.0,0.0,4.375
234.0,6.0,11.0,38.0,0.0,0.0,3.75
103.0,2.0,8.0,134.0,0.0,0.0,4.375
885.0,36.0,38.0,655.0,0.0,0.0,4.375
448.0,15.0,18.0,379.0,0.0,0.0,4.375
826.0,9.0,71.0,135.0,0.0,0.0,4.375
866.0,41.0,36.0,1070.0,0.0,0.0,4.375
355.0,6.0,21.0,61.0,0.0,0.0,3.75
248.0,9.0,11.0,376.0,0.0,0.0,3.75
494.0,35.0,17.0,1064.0,0.0,0.0,5.0
112.0,11.0,7.0,441.0,0.0,0.0,4.375
127.0,6.0,5.0,118.0,0.0,0.0,4.375
864.0,33.0,28.0,546.0,0.0,0.0,4.375
50.0,1.0,2.0,22.0,0.0,0.0,5.0
387.0,3.0,18.0,182.0,0.0,0.0,4.375
611.0,56.0,37.0,277.0,0.0,0.0,3.75
286.0,6.0,1.0,18.0,0.0,0.0,5.0
475.0,49.0,29.0,202.0,0.0,0.0,5.0
171.0,4.0,16.0,89.0,0.0,0.0,3.75
288.0,13.0,18.0,524.0,0.0,0.0,4.375
229.0,2.0,10.0,132.0,0.0,0.0,4.375
116.0,0.0,0.0,2.0,0.0,0.0,0.0
270.0,5.0,14.0,438.0,0.0,0.0,4.375
365.0,4.0,37.0,477.0,0.0,0.0,4.375
696.0,18.0,11.0,872.0,0.0,0.0,3.75
1458.0,50.0,76.0,868.0,0.0,0.0,2.5
148.0,0.0,16.0,35.0,0.0,0.0,5.0
123.0,4.0,9.0,404.0,0.0,0.0,4.375
430.0,6.0,23.0,278.0,0.0,0.0,4.375
398.0,16.0,35.0,504.0,0.0,0.0,4.375
1161.0,59.0,71.0,587.0,0.0,0.0,4.375
2246.0,85.0,39.0,1525.0,0.0,0.0,4.375
449.0,12.0,14.0,225.0,0.0,0.0,0.0
166.0,0.0,0.0,1.0,0.0,0.0,5.0
875.0,6.0,38.0,210.0,0.0,0.0,4.375
270.0,21.0,5.0,142.0,0.0,0.0,3.75
711.0,61.0,48.0,1961.0,0.0,0.0,3.75
1450.0,171.0,73.0,37191.0,0.0,0.0,5.0
1201.0,9.0,62.0,175.0,0.0,0.0,5.0
136.0,4.0,4.0,318.0,0.0,0.0,3.125
759.0,37.0,40.0,1019.0,0.0,0.0,4.375
282.0,6.0,15.0,2.0,0.0,0.0,4.375
139.0,2.0,8.0,416.0,0.0,0.0,3.125
390.0,5.0,23.0,125.0,0.0,0.0,4.375
35.0,1.0,1.0,536.0,0.0,0.0,5.0
241.0,1.0,0.0,7.0,0.0,0.0,5.0
302.0,13.0,23.0,87.0,0.0,0.0,4.375
219.0,10.0,13.0,239.0,0.0,0.0,3.75
34.0,1.0,3.0,40.0,0.0,0.0,5.0
147.0,4.0,10.0,31.0,0.0,0.0,3.75
1358.0,51.0,90.0,705.0,0.0,0.0,4.375
825.0,30.0,52.0,1212.0,0.0,0.0,4.375
1344.0,13.0,77.0,57.0,0.0,0.0,1.25
213.0,7.0,11.0,526.0,0.0,0.0,3.75
74.0,1.0,0.0,578.0,0.0,0.0,3.125
38.0,1.0,2.0,42.0,0.0,0.0,2.5
272.0,2.0,1.0,3.0,0.0,0.0,3.75
231.0,1.0,0.0,2.0,0.0,0.0,4.375
35.0,1.0,1.0,558.0,0.0,0.0,5.0
204.0,4.0,21.0,244.0,0.0,0.0,0.0
186.0,3.0,3.0,923.0,0.0,0.0,3.75
229.0,20.0,12.0,468.0,0.0,0.0,4.375
67.0,3.0,3.0,12.0,0.0,0.0,3.125
505.0,9.0,28.0,12.0,0.0,0.0,5.0
327.0,11.0,17.0,185.0,0.0,0.0,4.375
210.0,2.0,19.0,401.0,0.0,0.0,4.375
18.0,2.0,1.0,75.0,0.0,0.0,4.375
702.0,15.0,33.0,331.0,0.0,0.0,3.75
218.0,5.0,4.0,56.0,0.0,0.0,4.375
81.0,1.0,7.0,329.0,0.0,0.0,5.0
70.0,1.0,4.0,6.0,0.0,0.0,0.0
757.0,43.0,61.0,1212.0,0.0,0.0,3.75
941.0,12.0,51.0,340.0,0.0,0.0,4.375
442.0,15.0,29.0,695.0,0.0,0.0,0.0
242.0,1.0,22.0,41.0,0.0,0.0,4.375
881.0,27.0,52.0,816.0,0.0,0.0,3.75
694.0,50.0,48.0,170.0,0.0,0.0,3.125
414.0,6.0,30.0,29.0,0.0,0.0,3.75
619.0,1.0,30.0,36.0,0.0,0.0,4.375
405.0,10.0,14.0,252.0,0.0,0.0,3.125
116.0,2.0,5.0,56.0,0.0,0.0,4.375
175.0,6.0,12.0,135.0,0.0,0.0,4.375
567.0,55.0,37.0,629.0,0.0,0.0,3.75
335.0,5.0,34.0,272.0,0.0,0.0,5.0
395.0,21.0,18.0,939.0,0.0,0.0,5.0
454.0,28.0,16.0,805.0,0.0,0.0,3.125
39.0,2.0,2.0,88.0,0.0,0.0,4.375
461.0,18.0,19.0,411.0,0.0,0.0,3.75
294.0,7.0,12.0,350.0,0.0,0.0,4.375
289.0,13.0,17.0,261.0,0.0,0.0,4.375
102.0,1.0,5.0,394.0,0.0,0.0,3.75
99.0,0.0,9.0,151.0,0.0,0.0,5.0
1810.0,81.0,160.0,550.0,0.0,0.0,4.375
669.0,19.0,33.0,760.0,0.0,0.0,3.75
285.0,5.0,6.0,386.0,0.0,0.0,1.25
4524.0,39.0,245.0,1294.0,0.0,0.0,5.0
206.0,1.0,0.0,3.0,0.0,0.0,4.375
219.0,0.0,0.0,4.0,0.0,0.0,3.75
208.0,5.0,1.0,91.0,0.0,0.0,5.0
1243.0,37.0,118.0,1944.0,0.0,0.0,3.75
489.0,6.0,37.0,39.0,0.0,0.0,4.375
390.0,10.0,21.0,240.0,0.0,0.0,4.375
154.0,3.0,3.0,40.0,0.0,0.0,4.375
1014.0,58.0,71.0,115.0,0.0,0.0,3.75
1378.0,69.0,105.0,3835.0,0.0,0.0,4.375
542.0,18.0,34.0,780.0,0.0,0.0,3.75
166.0,21.0,4.0,813.0,0.0,0.0,3.125
62.0,2.0,5.0,223.0,0.0,0.0,3.75
196.0,11.0,11.0,626.0,0.0,0.0,3.75
927.0,9.0,39.0,60.0,0.0,0.0,3.75
1251.0,67.0,50.0,2056.0,0.0,0.0,4.375
400.0,1.0,0.0,5.0,0.0,0.0,3.125
232.0,9.0,20.0,489.0,0.0,0.0,5.0
516.0,14.0,38.0,349.0,0.0,0.0,4.375
202.0,7.0,8.0,488.0,0.0,0.0,4.375
90.0,3.0,3.0,853.0,0.0,0.0,4.375
583.0,49.0,18.0,641.0,0.0,0.0,4.375
966.0,33.0,43.0,1594.0,0.0,0.0,3.125
672.0,36.0,32.0,1794.0,0.0,0.0,3.75
248.0,32.0,12.0,409.0,0.0,0.0,5.0
1546.0,126.0,110.0,1513.0,0.0,0.0,3.75
1416.0,76.0,95.0,1158.0,0.0,0.0,4.375
2478.0,119.0,214.0,3543.0,0.0,0.0,0.0
184.0,3.0,14.0,30.0,0.0,0.0,5.0
438.0,23.0,34.0,794.0,0.0,0.0,5.0
809.0,23.0,66.0,1101.0,0.0,0.0,4.375
300.0,29.0,10.0,285.0,0.0,0.0,3.125
206.0,8.0,15.0,389.0,0.0,0.0,3.125
156.0,0.0,0.0,3.0,0.0,0.0,0.0
349.0,26.0,16.0,384.0,0.0,0.0,3.125
942.0,75.0,66.0,244.0,0.0,0.0,4.375
607.0,14.0,39.0,166.0,0.0,0.0,4.375
636.0,27.0,34.0,658.0,0.0,0.0,4.375
1667.0,101.0,139.0,996.0,0.0,0.0,0.0
188.0,4.0,11.0,34.0,0.0,0.0,4.375
511.0,20.0,28.0,451.0,0.0,0.0,3.75
556.0,21.0,42.0,1590.0,0.0,0.0,4.375
601.0,14.0,25.0,599.0,0.0,0.0,3.125
154.0,0.0,0.0,2.0,0.0,0.0,3.75
452.0,3.0,41.0,811.0,0.0,0.0,4.375
179.0,2.0,6.0,890.0,0.0,0.0,3.75
666.0,17.0,30.0,587.0,0.0,0.0,4.375
1920.0,77.0,139.0,2265.0,0.0,0.0,4.375
249.0,11.0,21.0,399.0,0.0,0.0,3.75
375.0,4.0,12.0,116.0,0.0,0.0,4.375
252.0,6.0,5.0,1792.0,0.0,0.0,3.75
129.0,6.0,11.0,190.0,0.0,0.0,3.75
340.0,9.0,14.0,258.0,0.0,0.0,3.125
155.0,2.0,16.0,110.0,0.0,0.0,4.375
117.0,5.0,6.0,713.0,0.0,0.0,3.125
337.0,3.0,11.0,17.0,0.0,0.0,4.375
1364.0,75.0,103.0,894.0,0.0,0.0,3.75
339.0,2.0,29.0,135.0,0.0,0.0,0.0
386.0,2.0,42.0,74.0,0.0,0.0,4.375
352.0,20.0,7.0,1181.0,0.0,0.0,4.375
287.0,11.0,20.0,878.0,0.0,0.0,5.0
445.0,24.0,20.0,432.0,0.0,0.0,3.125
307.0,18.0,25.0,523.0,0.0,0.0,4.375
610.0,73.0,26.0,172.0,0.0,0.0,4.375
241.0,22.0,11.0,860.0,0.0,0.0,5.0
277.0,4.0,13.0,198.0,0.0,0.0,4.375
192.0,6.0,8.0,336.0,0.0,0.0,3.75
487.0,8.0,33.0,161.0,0.0,0.0,0.0
209.0,9.0,5.0,364.0,0.0,0.0,3.125
328.0,12.0,21.0,109.0,0.0,0.0,4.375
305.0,0.0,0.0,5.0,0.0,0.0,0.0
177.0,1.0,0.0,39.0,0.0,0.0,4.375
288.0,5.0,14.0,350.0,0.0,0.0,3.125
40.0,2.0,0.0,779.0,0.0,0.0,4.375
2.0,0.0,0.0,5.0,0.0,0.0,3.125
1364.0,176.0,64.0,1333.0,0.0,0.0,5.0
156.0,0.0,0.0,2.0,0.0,0.0,0.0
508.0,16.0,32.0,1378.0,0.0,0.0,4.375
129.0,6.0,8.0,265.0,0.0,0.0,4.375
145.0,2.0,0.0,2569.0,0.0,0.0,3.75
173.0,0.0,0.0,14.0,0.0,0.0,5.0
384.0,0.0,0.0,2.0,0.0,0.0,2.5
240.0,4.0,12.0,406.0,0.0,0.0,5.0
120.0,2.0,6.0,34.0,0.0,0.0,3.75
342.0,6.0,18.0,70.0,0.0,0.0,3.75
757.0,41.0,35.0,1757.0,0.0,0.0,4.375
42.0,0.0,0.0,16.0,0.0,0.0,0.0
583.0,38.0,40.0,1285.0,0.0,0.0,3.125
346.0,7.0,10.0,207.0,0.0,0.0,3.75
82.0,1.0,4.0,22.0,0.0,0.0,0.0
556.0,20.0,16.0,232.0,0.0,0.0,3.125
322.0,1.0,5.0,69.0,0.0,0.0,4.375
28.0,0.0,2.0,26.0,0.0,0.0,3.75
326.0,45.0,13.0,848.0,0.0,0.0,4.375
31.0,1.0,1.0,94.0,0.0,0.0,3.75
295.0,2.0,18.0,17.0,0.0,0.0,4.375
495.0,13.0,14.0,67.0,0.0,0.0,4.375
329.0,11.0,21.0,700.0,0.0,0.0,3.75
313.0,13.0,17.0,74.0,0.0,0.0,3.75
180.0,9.0,7.0,307.0,0.0,0.0,4.375
907.0,33.0,85.0,709.0,0.0,0.0,4.375
100.0,3.0,2.0,127.0,0.0,0.0,4.375
473.0,21.0,17.0,834.0,0.0,0.0,3.125
262.0,32.0,15.0,471.0,0.0,0.0,4.375
123.0,5.0,9.0,219.0,0.0,0.0,3.75
69.0,1.0,0.0,0.0,0.0,0.0,5.0
145.0,2.0,13.0,369.0,0.0,0.0,5.0
829.0,25.0,17.0,1187.0,0.0,0.0,3.75
444.0,37.0,10.0,102.0,0.0,0.0,5.0
286.0,4.0,19.0,59.0,0.0,0.0,4.375
213.0,3.0,17.0,60.0,0.0,0.0,4.375
260.0,4.0,14.0,39.0,0.0,0.0,5.0
567.0,31.0,31.0,762.0,0.0,0.0,4.375
428.0,17.0,25.0,1039.0,0.0,0.0,4.375
247.0,32.0,12.0,40.0,0.0,0.0,4.375
251.0,2.0,19.0,23.0,0.0,0.0,3.75
324.0,6.0,27.0,46.0,0.0,0.0,0.0
131.0,9.0,10.0,214.0,0.0,0.0,5.0
407.0,8.0,23.0,177.0,0.0,0.0,5.0
750.0,34.0,52.0,864.0,0.0,0.0,4.375
286.0,5.0,4.0,60.0,0.0,0.0,5.0
237.0,13.0,10.0,554.0,0.0,0.0,3.75
205.0,4.0,14.0,73.0,0.0,0.0,4.375
711.0,7.0,38.0,252.0,0.0,0.0,4.375
169.0,4.0,2.0,27.0,0.0,0.0,5.0
1049.0,59.0,60.0,609.0,0.0,0.0,4.375
167.0,4.0,6.0,420.0,0.0,0.0,4.375
734.0,40.0,49.0,280.0,0.0,0.0,3.75
502.0,40.0,27.0,1202.0,0.0,0.0,3.75
161.0,2.0,14.0,45.0,0.0,0.0,4.375
339.0,2.0,29.0,135.0,0.0,0.0,0.0
220.0,9.0,17.0,201.0,0.0,0.0,4.375
249.0,9.0,12.0,644.0,0.0,0.0,5.0
1020.0,15.0,53.0,923.0,0.0,0.0,3.75
293.0,8.0,15.0,115.0,0.0,0.0,4.375
202.0,4.0,19.0,311.0,0.0,0.0,4.375
610.0,7.0,3.0,3836.0,0.0,0.0,1.25
1072.0,9.0,32.0,735.0,0.0,0.0,4.375
269.0,2.0,0.0,4.0,0.0,0.0,4.375
800.0,9.0,70.0,131.0,0.0,0.0,5.0
319.0,4.0,11.0,110.0,0.0,0.0,4.375
94.0,1.0,0.0,1.0,0.0,0.0,5.0
1021.0,10.0,82.0,341.0,0.0,0.0,4.375
1530.0,17.0,110.0,596.0,0.0,0.0,3.75
134.0,4.0,7.0,233.0,0.0,0.0,4.375
227.0,2.0,17.0,26.0,0.0,0.0,3.125
593.0,26.0,23.0,890.0,0.0,0.0,3.75
294.0,5.0,14.0,64.0,0.0,0.0,0.0
230.0,6.0,18.0,124.0,0.0,0.0,5.0
228.0,6.0,8.0,42.0,0.0,0.0,3.75
394.0,23.0,28.0,907.0,0.0,0.0,4.375
659.0,47.0,33.0,1993.0,0.0,0.0,4.375
417.0,29.0,31.0,89.0,0.0,0.0,4.375
292.0,4.0,14.0,175.0,0.0,0.0,5.0
331.0,6.0,15.0,298.0,0.0,0.0,2.5
1387.0,106.0,97.0,399.0,0.0,0.0,3.75
354.0,3.0,18.0,16.0,0.0,0.0,3.125
1861.0,69.0,160.0,541.0,0.0,0.0,3.75
13.0,0.0,1.0,12.0,0.0,0.0,4.375
316.0,0.0,0.0,2.0,0.0,0.0,5.0
419.0,14.0,13.0,349.0,0.0,0.0,5.0
714.0,11.0,60.0,62.0,0.0,0.0,4.375
642.0,12.0,38.0,328.0,0.0,0.0,4.375
203.0,6.0,11.0,1040.0,0.0,0.0,3.75
356.0,7.0,17.0,825.0,0.0,0.0,3.75
65.0,3.0,4.0,341.0,0.0,0.0,4.375
482.0,35.0,24.0,2097.0,0.0,0.0,3.125
562.0,32.0,29.0,422.0,0.0,0.0,4.375
310.0,4.0,18.0,149.0,0.0,0.0,5.0
103.0,10.0,6.0,37.0,0.0,0.0,4.375
531.0,34.0,41.0,858.0,0.0,0.0,3.75
345.0,51.0,14.0,266.0,0.0,0.0,0.0
948.0,43.0,58.0,232.0,0.0,0.0,3.75
283.0,6.0,26.0,372.0,0.0,0.0,3.75
663.0,54.0,13.0,1795.0,0.0,0.0,0.0
66.0,3.0,4.0,6.0,0.0,0.0,4.375
299.0,4.0,16.0,146.0,0.0,0.0,4.375
1416.0,33.0,72.0,813.0,0.0,0.0,3.75
551.0,41.0,38.0,332.0,0.0,0.0,4.375
254.0,10.0,17.0,50.0,0.0,0.0,3.75
599.0,8.0,44.0,253.0,0.0,0.0,4.375
734.0,42.0,45.0,1906.0,0.0,0.0,3.75
146.0,4.0,3.0,39.0,0.0,0.0,5.0
524.0,7.0,23.0,182.0,0.0,0.0,4.375
1429.0,68.0,125.0,1516.0,0.0,0.0,3.75
363.0,54.0,9.0,1290.0,0.0,0.0,3.125
88.0,2.0,5.0,446.0,0.0,0.0,4.375
311.0,2.0,0.0,2.0,0.0,0.0,3.75
229.0,4.0,15.0,40.0,0.0,0.0,5.0
695.0,24.0,41.0,596.0,0.0,0.0,3.75
414.0,17.0,19.0,860.0,0.0,0.0,1.25
272.0,3.0,12.0,231.0,0.0,0.0,3.75
251.0,6.0,6.0,331.0,0.0,0.0,4.375
586.0,39.0,43.0,213.0,0.0,0.0,3.75
249.0,6.0,20.0,837.0,0.0,0.0,4.375
233.0,10.0,12.0,84.0,0.0,0.0,3.75
864.0,19.0,54.0,706.0,0.0,0.0,3.125
177.0,1.0,0.0,6.0,0.0,0.0,3.125
1152.0,15.0,120.0,607.0,0.0,0.0,5.0
298.0,3.0,30.0,444.0,0.0,0.0,4.375
310.0,25.0,14.0,1810.0,0.0,0.0,3.125
89.0,4.0,5.0,230.0,0.0,0.0,4.375
281.0,5.0,11.0,17.0,0.0,0.0,4.375
248.0,10.0,2.0,601.0,0.0,0.0,3.75
662.0,14.0,36.0,401.0,0.0,0.0,5.0
261.0,11.0,16.0,340.0,0.0,0.0,4.375
270.0,21.0,15.0,736.0,0.0,0.0,4.375
374.0,19.0,17.0,811.0,0.0,0.0,3.125
513.0,5.0,24.0,250.0,0.0,0.0,0.0
